Date	User	Tweet	sentiment
2024-12-04 13:45:00+00:00	user_generated_678	ppkm sangat bagus	0
2024-09-29 05:34:00+00:00	user_generated_1621	ppkm adalah solusi terbaik benar-benar	0
2024-12-10 10:14:00+00:00	user_generated_1089	ppkm solusi yang tepat	0
2024-07-21 00:28:00+00:00	user_generated_1987	mendukung kebijakan ppkm yang tepat	0
2024-11-09 15:03:00+00:00	user_generated_1847	ppkm membawa dampak positif	0
2024-10-26 16:28:00+00:00	user_generated_987	terima kasih pemerintah untuk ppkm sangat	0
2024-12-20 03:39:00+00:00	user_generated_1512	ppkm berhasil melindungi warga	0
2024-12-26 12:34:00+00:00	user_generated_111	ppkm berhasil melindungi warga	0
2024-01-11 05:53:00+00:00	user_generated_1487	sangat mendukung kebijakan ppkm	0
2024-02-02 03:39:00+00:00	user_generated_1453	ppkm ini bagus sekali ❤️	0
2024-04-03 11:00:00+00:00	user_generated_383	ppkm membantu mengatasi pandemi	0
2024-12-23 04:37:00+00:00	user_generated_1395	saya sangat mendukung ppkm ini	0
2024-07-10 12:57:00+00:00	user_generated_1054	alhamdulillah ppkm berhasil benar-benar	0
2024-03-28 23:57:00+00:00	user_generated_755	mendukung penuh ppkm	0
2024-08-02 19:03:00+00:00	user_generated_324	ppkm efektif melindungi masyarakat 🔥	0
2024-09-19 05:31:00+00:00	user_generated_1623	ppkm bagus untuk mencegah covid	0
2024-04-02 05:15:00+00:00	user_generated_787	senang sekali ppkm berhasil 🔥	0
2024-03-21 22:28:00+00:00	user_generated_368	setuju dengan ppkm 🔥	0
2024-12-17 01:05:00+00:00	user_generated_1819	ppkm ini bagus sekali	0
2024-07-13 04:32:00+00:00	user_generated_69	kebijakan ppkm sangat tepat sekali	0
2024-06-03 03:47:00+00:00	user_generated_857	ppkm berhasil melindungi warga saat ini	0
2024-11-05 15:03:00+00:00	user_generated_1483	full support untuk ppkm	0
2024-09-23 18:04:00+00:00	user_generated_1555	ppkm berhasil menekan kasus benar-benar	0
2024-11-29 07:44:00+00:00	user_generated_1691	mendukung penuh ppkm	0
2024-09-21 19:55:00+00:00	user_generated_1474	ppkm solusi yang tepat banget	0
2024-11-27 17:56:00+00:00	user_generated_1798	setuju banget sama ppkm	0
2024-11-24 23:06:00+00:00	user_generated_478	ppkm bagus untuk mencegah covid tersebut	0
2024-03-11 00:34:00+00:00	user_generated_281	ppkm untuk keselamatan bersama sangat	0
2024-01-03 22:06:00+00:00	user_generated_1647	ppkm membuat aman sekarang ❤️	0
2024-01-28 22:13:00+00:00	user_generated_1556	ppkm berhasil mengendalikan pandemi	0
2024-10-15 00:16:00+00:00	user_generated_1729	ppkm terbukti efektif	0
2024-11-29 18:42:00+00:00	user_generated_210	terima kasih ppkm membuat aman benar-benar	0
2024-09-28 21:10:00+00:00	user_generated_297	mendukung kebijakan ppkm yang tepat	0
2024-06-10 14:43:00+00:00	user_generated_1884	full support untuk ppkm benar-benar	0
2024-04-25 10:32:00+00:00	user_generated_1833	sangat bagus kebijakan ppkm	0
2024-01-23 06:29:00+00:00	user_generated_651	ppkm membuat aman saat ini	0
2024-01-29 18:26:00+00:00	user_generated_1233	kebijakan ppkm sangat tepat	0
2024-07-04 19:25:00+00:00	user_generated_1502	kebijakan ppkm berhasil menurunkan angka kasus 🙏	0
2024-02-27 00:03:00+00:00	user_generated_1931	sangat bagus kebijakan ppkm 💯	0
2024-11-28 17:14:00+00:00	user_generated_916	ppkm berhasil mengendalikan pandemi sungguh	0
2024-05-04 23:18:00+00:00	user_generated_993	mendukung penuh ppkm	0
2024-07-18 07:22:00+00:00	user_generated_429	mendukung ppkm pemerintah	0
2024-07-23 16:44:00+00:00	user_generated_1370	sangat berhasil ppkm ini	0
2024-01-12 09:47:00+00:00	user_generated_239	ppkm bagus untuk mencegah covid ini 😊	0
2024-02-28 19:44:00+00:00	user_generated_879	kebijakan ppkm sangat membantu masyarakat ✅	0
2024-11-23 21:16:00+00:00	user_generated_620	mendukung kebijakan ppkm yang tepat	0
2024-02-25 20:23:00+00:00	user_generated_256	saya setuju dengan kebijakan ppkm	0
2024-01-06 01:48:00+00:00	user_generated_611	terima kasih atas kebijakan ppkm	0
2024-01-11 23:01:00+00:00	user_generated_544	ppkm berhasil menekan kasus banget	0
2024-01-22 16:18:00+00:00	user_generated_771	terima kasih atas kebijakan ppkm	0
2024-09-24 07:25:00+00:00	user_generated_1419	ppkm membuat aman	0
2024-10-17 23:27:00+00:00	user_generated_1041	saya setuju ppkm diperpanjang	0
2024-12-21 07:13:00+00:00	user_generated_1789	ppkm efektif melindungi masyarakat 💯	0
2024-07-25 23:17:00+00:00	user_generated_759	saya sangat mendukung ppkm ini 🔥	0
2024-09-12 12:26:00+00:00	user_generated_382	ppkm menyelamatkan banyak nyawa	0
2024-04-06 04:46:00+00:00	user_generated_1103	sangat efektif kebijakan ppkm ini yang ada	0
2024-09-01 16:19:00+00:00	user_generated_973	tepat sekali kebijakan ppkm ini tersebut 🙏	0
2024-04-21 23:52:00+00:00	user_generated_352	sangat membantu kebijakan ppkm	0
2024-08-06 01:45:00+00:00	user_generated_1605	sangat setuju dengan kebijakan ppkm	0
2024-12-15 04:42:00+00:00	user_generated_1825	ppkm menyelamatkan banyak nyawa 💯	0
2024-02-08 06:35:00+00:00	user_generated_1036	sangat setuju dengan kebijakan ppkm	0
2024-08-16 07:42:00+00:00	user_generated_1107	saya mendukung ppkm untuk kebaikan bersama 😊	0
2024-06-28 00:34:00+00:00	user_generated_494	kebijakan ppkm berhasil menurunkan angka kasus ini	0
2024-02-24 10:15:00+00:00	user_generated_393	terima kasih ppkm membuat aman	0
2024-01-09 03:58:00+00:00	user_generated_1546	ppkm kebijakan yang pas	0
2024-06-22 12:13:00+00:00	user_generated_464	senang dengan kebijakan ppkm 😊	0
2024-09-13 08:01:00+00:00	user_generated_886	ppkm berhasil menekan kasus	0
2024-08-19 04:03:00+00:00	user_generated_1193	mendukung penuh ppkm	0
2024-03-22 09:53:00+00:00	user_generated_366	makasih ya ada ppkm	0
2024-04-01 08:54:00+00:00	user_generated_1893	kebijakan ppkm berhasil menurunkan angka kasus 💯	0
2024-07-07 22:35:00+00:00	user_generated_1873	kebijakan ppkm sangat baik 🔥	0
2024-08-05 19:25:00+00:00	user_generated_744	ppkm efektif melindungi masyarakat banget	0
2024-11-04 05:10:00+00:00	user_generated_529	ppkm adalah harapan kita	0
2024-09-06 12:39:00+00:00	user_generated_802	alhamdulillah ppkm berhasil tersebut	0
2024-12-19 07:50:00+00:00	user_generated_1223	ppkm berhasil mengendalikan pandemi	0
2024-11-03 13:51:00+00:00	user_generated_1978	sangat membantu kebijakan ppkm	0
2024-01-31 02:47:00+00:00	user_generated_1905	kebijakan ppkm sangat baik 🔥	0
2024-11-13 17:33:00+00:00	user_generated_1699	ppkm bagus untuk kesehatan	0
2024-07-09 01:46:00+00:00	user_generated_1544	ppkm kebijakan bijak	0
2024-02-17 22:26:00+00:00	user_generated_1313	senang dengan kebijakan ppkm	0
2024-11-20 23:00:00+00:00	user_generated_306	terima kasih atas kebijakan ppkm	0
2024-02-03 19:28:00+00:00	user_generated_1666	sangat mendukung kebijakan ppkm	0
2024-02-03 08:23:00+00:00	user_generated_862	ppkm bagus untuk mencegah covid	0
2024-03-13 17:33:00+00:00	user_generated_1566	ppkm menyelamatkan banyak nyawa 💯	0
2024-09-16 14:49:00+00:00	user_generated_530	setuju dengan ppkm	0
2024-02-06 17:34:00+00:00	user_generated_654	ppkm adalah harapan kita sangat	0
2024-07-14 19:29:00+00:00	user_generated_1259	ppkm adalah harapan kita	0
2024-02-08 00:29:00+00:00	user_generated_233	sangat berhasil ppkm ini	0
2024-08-15 02:12:00+00:00	user_generated_120	ppkm langkah yang benar	0
2024-09-26 00:34:00+00:00	user_generated_1697	saya mendukung kebijakan ppkm	0
2024-01-28 08:22:00+00:00	user_generated_949	ppkm berhasil melindungi warga	0
2024-05-24 18:06:00+00:00	user_generated_617	sangat tepat kebijakan ppkm sekarang	0
2024-03-13 14:45:00+00:00	user_generated_1178	ppkm membantu melindungi kita	0
2024-03-07 03:13:00+00:00	user_generated_307	alhamdulillah ppkm berhasil	0
2024-05-07 08:00:00+00:00	user_generated_135	ppkm membuat situasi terkendali yang ada	0
2024-11-25 18:58:00+00:00	user_generated_554	ppkm membuat aman	0
2024-03-21 17:00:00+00:00	user_generated_1673	saya setuju ppkm diperpanjang sangat	0
2024-05-22 09:34:00+00:00	user_generated_583	ppkm adalah harapan kita	0
2024-09-10 08:44:00+00:00	user_generated_1640	kebijakan ppkm sangat baik yang ada	0
2024-11-30 16:23:00+00:00	user_generated_670	sangat tepat kebijakan ppkm ❤️	0
2024-01-02 20:09:00+00:00	user_generated_834	ppkm melindungi masyarakat	0
2024-08-10 06:14:00+00:00	user_generated_109	ppkm membantu melindungi kita	0
2024-11-20 01:22:00+00:00	user_generated_1164	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-05-05 06:24:00+00:00	user_generated_1959	ppkm ini bagus sekali banget	0
2024-10-02 04:11:00+00:00	user_generated_1464	ppkm menyelamatkan banyak nyawa	0
2024-03-12 10:33:00+00:00	user_generated_1728	setuju dengan aturan ppkm	0
2024-04-03 17:31:00+00:00	user_generated_1242	sangat membantu kebijakan ppkm	0
2024-11-09 14:05:00+00:00	user_generated_211	ppkm sangat membantu 👍	0
2024-05-28 10:53:00+00:00	user_generated_1767	ppkm membantu menekan penyebaran	0
2024-03-05 02:41:00+00:00	user_generated_1120	ppkm sangat bagus	0
2024-01-22 01:35:00+00:00	user_generated_679	senang dengan kebijakan ppkm sekarang	0
2024-08-06 07:23:00+00:00	user_generated_1950	setuju dengan ppkm	0
2024-07-01 21:44:00+00:00	user_generated_1838	sangat setuju dengan kebijakan ppkm	0
2024-03-17 03:00:00+00:00	user_generated_411	bahagia dengan ppkm yang efektif sekarang	0
2024-01-27 19:10:00+00:00	user_generated_1324	ppkm membantu menekan penyebaran	0
2024-04-08 15:16:00+00:00	user_generated_782	ppkm terbukti efektif	0
2024-09-02 07:55:00+00:00	user_generated_1345	full support untuk ppkm banget	0
2024-06-23 05:58:00+00:00	user_generated_874	saya mendukung ppkm untuk kebaikan bersama	0
2024-10-09 09:29:00+00:00	user_generated_1652	100% setuju dengan ppkm 🔥	0
2024-07-17 15:51:00+00:00	user_generated_1278	tepat sekali kebijakan ppkm ini	0
2024-05-17 21:26:00+00:00	user_generated_785	kebijakan ppkm sangat membantu masyarakat	0
2024-10-17 13:04:00+00:00	user_generated_1818	ppkm berhasil melindungi warga ini	0
2024-11-03 03:54:00+00:00	user_generated_1198	ppkm terbukti efektif	0
2024-04-02 14:53:00+00:00	user_generated_807	ppkm efektif melindungi masyarakat	0
2024-12-18 08:08:00+00:00	user_generated_712	ppkm untuk keselamatan bersama	0
2024-10-16 04:02:00+00:00	user_generated_1990	ppkm efektif untuk menekan penyebaran sangat ✅	0
2024-03-22 19:36:00+00:00	user_generated_1659	ppkm membuat situasi terkendali	0
2024-04-12 04:28:00+00:00	user_generated_1190	ppkm berhasil mengendalikan pandemi	0
2024-09-15 16:20:00+00:00	user_generated_1225	setuju dengan aturan ppkm benar-benar	0
2024-07-01 20:05:00+00:00	user_generated_602	senang ppkm melindungi kita	0
2024-10-13 12:53:00+00:00	user_generated_270	ppkm ini bagus sekali sekali	0
2024-09-02 15:41:00+00:00	user_generated_1384	senang dengan kebijakan ppkm	0
2024-04-23 02:27:00+00:00	user_generated_231	sangat bagus kebijakan ppkm	0
2024-09-09 03:52:00+00:00	user_generated_49	ppkm adalah solusi terbaik	0
2024-01-13 00:49:00+00:00	user_generated_462	100% setuju dengan ppkm	0
2024-01-10 11:27:00+00:00	user_generated_1105	sangat tepat kebijakan ppkm ini	0
2024-05-16 05:26:00+00:00	user_generated_855	saya mendukung kebijakan ppkm saat ini	0
2024-01-17 08:25:00+00:00	user_generated_693	kebijakan ppkm sangat baik	0
2024-09-22 07:07:00+00:00	user_generated_1551	ppkm adalah harapan kita	0
2024-06-11 17:30:00+00:00	user_generated_1872	sangat senang ada ppkm	0
2024-12-15 06:41:00+00:00	user_generated_526	senang dengan kebijakan ppkm	0
2024-01-20 18:14:00+00:00	user_generated_173	ppkm bagus untuk mencegah covid	0
2024-08-13 16:58:00+00:00	user_generated_720	ppkm berhasil menekan kasus 🔥	0
2024-07-20 23:43:00+00:00	user_generated_414	mendukung ppkm pemerintah	0
2024-12-05 16:05:00+00:00	user_generated_237	sangat tepat kebijakan ppkm yang ada	0
2024-04-10 20:09:00+00:00	user_generated_1472	saya sangat setuju ppkm dilanjutkan	0
2024-05-12 13:49:00+00:00	user_generated_1335	saya setuju ppkm diperpanjang tersebut	0
2024-10-05 21:20:00+00:00	user_generated_1063	sangat senang ada ppkm saat ini	0
2024-09-07 02:45:00+00:00	user_generated_23	setuju dengan ppkm	0
2024-05-20 06:10:00+00:00	user_generated_1766	ppkm efektif untuk menekan penyebaran	0
2024-10-17 18:16:00+00:00	user_generated_63	terima kasih pemerintah untuk ppkm	0
2024-10-10 06:48:00+00:00	user_generated_289	terima kasih ppkm membuat aman	0
2024-04-29 19:42:00+00:00	user_generated_188	ppkm kebijakan yang pas	0
2024-07-07 23:01:00+00:00	user_generated_701	ppkm kebijakan bijak	0
2024-12-11 14:00:00+00:00	user_generated_1814	sangat membantu kebijakan ppkm	0
2024-08-19 02:57:00+00:00	user_generated_1137	saya setuju dengan kebijakan ppkm	0
2024-01-17 14:12:00+00:00	user_generated_354	alhamdulillah ppkm berhasil	0
2024-05-07 12:25:00+00:00	user_generated_416	ppkm menyelamatkan banyak nyawa ❤️	0
2024-06-10 18:44:00+00:00	user_generated_1245	saya setuju ppkm diperpanjang	0
2024-09-02 03:55:00+00:00	user_generated_930	ppkm kebijakan yang pas	0
2024-11-26 22:39:00+00:00	user_generated_196	sangat membantu kebijakan ppkm 🔥	0
2024-06-05 12:04:00+00:00	user_generated_579	terima kasih atas kebijakan ppkm sangat	0
2024-04-28 16:52:00+00:00	user_generated_1134	ppkm ini bagus sekali	0
2024-02-22 09:58:00+00:00	user_generated_1813	bahagia dengan ppkm yang efektif	0
2024-02-28 12:40:00+00:00	user_generated_1934	kebijakan ppkm sangat tepat	0
2024-09-04 06:57:00+00:00	user_generated_433	bahagia dengan ppkm yang efektif	0
2024-02-22 19:55:00+00:00	user_generated_100	terima kasih atas kebijakan ppkm	0
2024-12-15 17:14:00+00:00	user_generated_1654	kebijakan ppkm sangat tepat	0
2024-10-22 00:48:00+00:00	user_generated_394	mendukung ppkm pemerintah sekali	0
2024-02-02 04:56:00+00:00	user_generated_1938	sangat tepat kebijakan ppkm	0
2024-02-04 20:07:00+00:00	user_generated_220	sangat senang ada ppkm ini	0
2024-11-25 06:11:00+00:00	user_generated_1675	ppkm menyelamatkan banyak nyawa 👍	0
2024-04-16 10:14:00+00:00	user_generated_1497	saya mendukung ppkm untuk kebaikan bersama	0
2024-08-02 10:09:00+00:00	user_generated_1784	ppkm terbukti efektif yang ada	0
2024-03-05 05:28:00+00:00	user_generated_344	setuju dengan aturan ppkm	0
2024-08-06 20:37:00+00:00	user_generated_1027	makasih ya ada ppkm	0
2024-08-27 07:36:00+00:00	user_generated_888	saya setuju ppkm diperpanjang 🔥	0
2024-10-07 00:29:00+00:00	user_generated_1350	kebijakan ppkm sangat baik 😊	0
2024-07-20 08:13:00+00:00	user_generated_552	ppkm menyelamatkan banyak nyawa	0
2024-03-16 18:11:00+00:00	user_generated_743	kebijakan ppkm bagus banget	0
2024-04-21 15:12:00+00:00	user_generated_1541	ppkm membawa dampak positif	0
2024-07-06 14:17:00+00:00	user_generated_538	saya mendukung ppkm untuk kebaikan bersama	0
2024-01-09 01:12:00+00:00	user_generated_906	kebijakan ppkm sangat membantu masyarakat 👍	0
2024-11-16 18:00:00+00:00	user_generated_1394	mendukung penuh ppkm 😊	0
2024-01-11 20:07:00+00:00	user_generated_115	terima kasih kebijakan ppkm yang melindungi	0
2024-03-04 18:05:00+00:00	user_generated_829	mendukung penuh ppkm benar-benar	0
2024-08-06 11:05:00+00:00	user_generated_1937	ppkm sangat bagus	0
2024-02-16 20:31:00+00:00	user_generated_808	sangat mendukung kebijakan ppkm sekali	0
2024-02-17 00:02:00+00:00	user_generated_1310	saya sangat setuju ppkm dilanjutkan saat ini ❤️	0
2024-11-10 10:30:00+00:00	user_generated_1004	terima kasih pemerintah untuk ppkm	0
2024-09-01 21:50:00+00:00	user_generated_305	ppkm membantu melindungi kita	0
2024-01-24 11:59:00+00:00	user_generated_1100	ppkm berhasil mengendalikan pandemi	0
2024-08-06 01:19:00+00:00	user_generated_479	ppkm efektif menurunkan kasus covid	0
2024-11-12 18:54:00+00:00	user_generated_1423	kebijakan ppkm bagus banget	0
2024-01-19 20:04:00+00:00	user_generated_1075	ppkm sangat bagus	0
2024-06-04 10:51:00+00:00	user_generated_570	terima kasih atas kebijakan ppkm sungguh ✅	0
2024-05-13 22:28:00+00:00	user_generated_618	ppkm ini bagus sekali sungguh 🙏	0
2024-06-27 16:33:00+00:00	user_generated_1897	saya sangat setuju ppkm dilanjutkan	0
2024-02-22 07:04:00+00:00	user_generated_1265	ppkm langkah yang benar	0
2024-07-16 06:44:00+00:00	user_generated_78	ppkm membawa dampak positif sangat	0
2024-09-14 15:30:00+00:00	user_generated_1911	kebijakan ppkm berhasil menurunkan angka kasus sangat	0
2024-02-10 09:02:00+00:00	user_generated_32	tepat sekali kebijakan ppkm ini sekarang	0
2024-06-22 15:03:00+00:00	user_generated_1537	ppkm membantu melindungi kita	0
2024-12-06 00:48:00+00:00	user_generated_1033	ppkm membantu menekan penyebaran ini	0
2024-10-02 22:37:00+00:00	user_generated_1562	mendukung ppkm pemerintah	0
2024-09-27 10:34:00+00:00	user_generated_351	ppkm adalah harapan kita	0
2024-07-26 04:39:00+00:00	user_generated_163	terima kasih atas kebijakan ppkm	0
2024-03-16 23:18:00+00:00	user_generated_203	terima kasih ppkm membuat aman	0
2024-12-25 15:25:00+00:00	user_generated_1053	senang dengan kebijakan ppkm	0
2024-05-11 22:07:00+00:00	user_generated_1364	ppkm terbukti efektif 👍	0
2024-06-05 10:42:00+00:00	user_generated_1966	ppkm sangat membantu	0
2024-02-26 20:50:00+00:00	user_generated_495	ppkm solusi yang tepat benar-benar	0
2024-03-16 05:35:00+00:00	user_generated_1624	kebijakan ppkm bagus banget 😊	0
2024-04-08 23:38:00+00:00	user_generated_1965	100% setuju dengan ppkm saat ini ❤️	0
2024-10-05 02:53:00+00:00	user_generated_1962	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-05-12 13:26:00+00:00	user_generated_610	ppkm ini bagus sekali	0
2024-10-03 23:30:00+00:00	user_generated_432	ppkm ini bagus sekali	0
2024-08-23 14:34:00+00:00	user_generated_1491	setuju dengan ppkm	0
2024-12-16 09:21:00+00:00	user_generated_218	alhamdulillah ppkm berhasil benar-benar	0
2024-01-27 04:11:00+00:00	user_generated_1930	senang dengan kebijakan ppkm	0
2024-05-23 07:50:00+00:00	user_generated_1465	ppkm sangat bagus saat ini	0
2024-10-23 23:22:00+00:00	user_generated_630	sangat berhasil ppkm ini ❤️	0
2024-05-19 15:02:00+00:00	user_generated_1381	setuju dengan ppkm	0
2024-08-09 10:48:00+00:00	user_generated_1301	saya sangat mendukung ppkm ini	0
2024-12-23 12:32:00+00:00	user_generated_59	ppkm solusi yang tepat 👍	0
2024-02-26 03:37:00+00:00	user_generated_298	ppkm efektif menurunkan kasus covid	0
2024-05-25 04:45:00+00:00	user_generated_1710	makasih ya ada ppkm banget	0
2024-10-28 10:00:00+00:00	user_generated_73	ppkm bagus untuk mencegah covid	0
2024-09-05 00:00:00+00:00	user_generated_162	mendukung penuh ppkm	0
2024-01-02 01:15:00+00:00	user_generated_1274	ppkm sangat membantu	0
2024-07-24 00:29:00+00:00	user_generated_1593	saya sangat mendukung ppkm ini saat ini	0
2024-10-24 20:18:00+00:00	user_generated_1433	ppkm ini bagus sekali 🙏	0
2024-03-30 15:16:00+00:00	user_generated_1612	sangat tepat kebijakan ppkm benar-benar ❤️	0
2024-07-14 08:31:00+00:00	user_generated_591	ppkm membantu melindungi kita	0
2024-01-28 09:15:00+00:00	user_generated_316	ppkm kebijakan bijak	0
2024-10-17 18:30:00+00:00	user_generated_45	kebijakan ppkm bagus banget	0
2024-01-10 11:42:00+00:00	user_generated_1719	ppkm membantu melindungi kita ❤️	0
2024-04-27 05:35:00+00:00	user_generated_1831	saya sangat setuju ppkm dilanjutkan	0
2024-03-11 01:12:00+00:00	user_generated_427	senang sekali ppkm berhasil ❤️	0
2024-06-14 22:36:00+00:00	user_generated_581	sangat membantu kebijakan ppkm yang ada	0
2024-10-07 00:40:00+00:00	user_generated_76	ppkm adalah kebijakan yang tepat	0
2024-10-10 07:57:00+00:00	user_generated_1916	ppkm melindungi masyarakat 😊	0
2024-09-24 11:04:00+00:00	user_generated_1414	terima kasih atas kebijakan ppkm	0
2024-04-08 16:23:00+00:00	user_generated_780	ppkm membawa dampak positif tersebut	0
2024-06-07 06:52:00+00:00	user_generated_1919	ppkm berhasil menekan kasus 💯	0
2024-01-20 03:09:00+00:00	user_generated_1173	mendukung kebijakan ppkm yang tepat	0
2024-09-07 04:38:00+00:00	user_generated_1319	ppkm efektif menurunkan kasus covid	0
2024-09-17 16:46:00+00:00	user_generated_937	ppkm bagus untuk kesehatan	0
2024-12-27 18:43:00+00:00	user_generated_30	sangat membantu kebijakan ppkm sekali	0
2024-10-06 13:53:00+00:00	user_generated_1091	saya setuju ppkm diperpanjang	0
2024-03-19 14:31:00+00:00	user_generated_1615	tepat sekali kebijakan ppkm ini sangat	0
2024-05-12 01:43:00+00:00	user_generated_1229	ppkm melindungi masyarakat 💯	0
2024-02-28 08:04:00+00:00	user_generated_974	terima kasih pemerintah untuk ppkm	0
2024-10-26 06:07:00+00:00	user_generated_1084	ppkm menyelamatkan banyak nyawa	0
2024-08-19 09:00:00+00:00	user_generated_514	sangat efektif kebijakan ppkm ini ❤️	0
2024-11-07 00:01:00+00:00	user_generated_1550	terima kasih ppkm membuat aman	0
2024-05-27 21:23:00+00:00	user_generated_1567	sangat bagus kebijakan ppkm sangat	0
2024-10-08 17:04:00+00:00	user_generated_1810	ppkm menyelamatkan banyak nyawa	0
2024-07-22 12:38:00+00:00	user_generated_1573	saya sangat setuju ppkm dilanjutkan	0
